end_price,image_urls,img_url,model,model_url,shops,start_price
17692,https://s.ek.ua/jpg/1855489.jpg,https://s.ek.ua/jpg/1855489.jpg,Beko RCHA 386K30 W,https://ek.ua/ua/ua/BEKO-RCHA-386K30-W.htm,"Denika.ua,Savecash.com.ua,Stylus.ua,Цифра,575.in.ua,Avic.ua",13575
17692,https://s.ek.ua/jpg/1855489.jpg,https://s.ek.ua/jpg/1855489.jpg,Beko RCHA 386K30 W,https://ek.ua/ua/ua/BEKO-RCHA-386K30-W.htm,"Denika.ua,Savecash.com.ua,Stylus.ua,Цифра,575.in.ua,Avic.ua",13575
4033,https://s.ek.ua/jpg/1816210.jpg,https://s.ek.ua/jpg/1816210.jpg,ARCTIC AMX-098S,https://ek.ua/ua/ua/ARCTIC-AMX-098S.htm,"Denika.ua,Eldom.com.ua",3727
4033,https://s.ek.ua/jpg/1816210.jpg,https://s.ek.ua/jpg/1816210.jpg,ARCTIC AMX-098S,https://ek.ua/ua/ua/ARCTIC-AMX-098S.htm,"Denika.ua,Eldom.com.ua",3727
8949,https://s.ek.ua/jpg/1924690.jpg,https://s.ek.ua/jpg/1924690.jpg,Snaige FR24SM-S2000F,https://ek.ua/ua/ua/SNAIGE-FR24SM-S2000F.htm,"575.in.ua,Zhuk.ua,Cactus",8444
8949,https://s.ek.ua/jpg/1924690.jpg,https://s.ek.ua/jpg/1924690.jpg,Snaige FR24SM-S2000F,https://ek.ua/ua/ua/SNAIGE-FR24SM-S2000F.htm,"575.in.ua,Zhuk.ua,Cactus",8444
21999,https://s.ek.ua/jpg/1414779.jpg,https://s.ek.ua/jpg/1414779.jpg,Samsung RT38K5400S9,https://ek.ua/ua/ua/SAMSUNG-RT38K5400S9.htm,"AVR-group.com.ua,Pro100market.com.ua,Denika.ua,Savecash.com.ua,Foroom.com.ua,Vodogreyka.com.ua,Цифра",18794
21999,https://s.ek.ua/jpg/1414779.jpg,https://s.ek.ua/jpg/1414779.jpg,Samsung RT38K5400S9,https://ek.ua/ua/ua/SAMSUNG-RT38K5400S9.htm,"AVR-group.com.ua,Pro100market.com.ua,Denika.ua,Savecash.com.ua,Foroom.com.ua,Vodogreyka.com.ua,Цифра",18794
8619,https://s.ek.ua/jpg/1955786.jpg,https://s.ek.ua/jpg/1955786.jpg,Delfa BFH-150,https://ek.ua/ua/ua/DELFA-BFH-150.htm,"Denika.ua,Enko.com.ua,Btmax.com.ua,Zhuk.ua,Sila.kiev.ua",7440
8619,https://s.ek.ua/jpg/1955786.jpg,https://s.ek.ua/jpg/1955786.jpg,Delfa BFH-150,https://ek.ua/ua/ua/DELFA-BFH-150.htm,"Denika.ua,Enko.com.ua,Btmax.com.ua,Zhuk.ua,Sila.kiev.ua",7440
15949,https://s.ek.ua/jpg/166516.jpg,https://s.ek.ua/jpg/166516.jpg,Bosch KGV39VL306,https://ek.ua/ua/ua/BOSCH-KGV39VL306.htm,"Savecash.com.ua,575.in.ua,PermyCo,Cactus",14150
15949,https://s.ek.ua/jpg/166516.jpg,https://s.ek.ua/jpg/166516.jpg,Bosch KGV39VL306,https://ek.ua/ua/ua/BOSCH-KGV39VL306.htm,"Savecash.com.ua,575.in.ua,PermyCo,Cactus",14150
18403,https://s.ek.ua/jpg/1998538.jpg,https://s.ek.ua/jpg/1998538.jpg,Indesit ITI 4181 W,https://ek.ua/ua/ua/INDESIT-ITI-4181-W.htm,"Denika.ua,Foroom.com.ua,Btmax.com.ua,Zhuk.ua,Cactus",12199
18403,https://s.ek.ua/jpg/1998538.jpg,https://s.ek.ua/jpg/1998538.jpg,Indesit ITI 4181 W,https://ek.ua/ua/ua/INDESIT-ITI-4181-W.htm,"Denika.ua,Foroom.com.ua,Btmax.com.ua,Zhuk.ua,Cactus",12199
19132,https://s.ek.ua/jpg/887987.jpg,https://s.ek.ua/jpg/887987.jpg,Bosch KGN36NL30,https://ek.ua/ua/ua/BOSCH-KGN36NL30.htm,"Bs-partner.com.ua,Pro100market.com.ua,Savecash.com.ua,Denika.ua,Foroom.com.ua,Vodogreyka.com.ua,Цифра",12999
19132,https://s.ek.ua/jpg/887987.jpg,https://s.ek.ua/jpg/887987.jpg,Bosch KGN36NL30,https://ek.ua/ua/ua/BOSCH-KGN36NL30.htm,"Bs-partner.com.ua,Pro100market.com.ua,Savecash.com.ua,Denika.ua,Foroom.com.ua,Vodogreyka.com.ua,Цифра",12999
25802,https://s.ek.ua/jpg/1990824.jpg,https://s.ek.ua/jpg/1990824.jpg,LG GW-B509SEUM,https://ek.ua/ua/ua/LG-GW-B509SEUM.htm,"AVR-group.com.ua,Moyo.ua,Pro100market.com.ua,Savecash.com.ua,Denika.ua,Foroom.com.ua,Vodogreyka.com.ua",20966
25802,https://s.ek.ua/jpg/1990824.jpg,https://s.ek.ua/jpg/1990824.jpg,LG GW-B509SEUM,https://ek.ua/ua/ua/LG-GW-B509SEUM.htm,"AVR-group.com.ua,Moyo.ua,Pro100market.com.ua,Savecash.com.ua,Denika.ua,Foroom.com.ua,Vodogreyka.com.ua",20966
13523,https://s.ek.ua/jpg/299975.jpg,https://s.ek.ua/jpg/299975.jpg,Atlant XM-4721-501,https://ek.ua/ua/ua/ATLANT-XM-4721-501.htm,"Pro100market.com.ua,Denika.ua,Vodogreyka.com.ua,Stylus.ua,Цифра,Tehnoprofi.com.ua,Tendo.com.ua",10999
13523,https://s.ek.ua/jpg/299975.jpg,https://s.ek.ua/jpg/299975.jpg,Atlant XM-4721-501,https://ek.ua/ua/ua/ATLANT-XM-4721-501.htm,"Pro100market.com.ua,Denika.ua,Vodogreyka.com.ua,Stylus.ua,Цифра,Tehnoprofi.com.ua,Tendo.com.ua",10999
4927,https://s.ek.ua/jpg/2026489.jpg,https://s.ek.ua/jpg/2026489.jpg,Ardesto DFM-50X,https://ek.ua/ua/ua/ARDESTO-DFM-50X.htm,"Pro100market.com.ua,Denika.ua,Vodogreyka.com.ua,Цифра,Stylus.ua,Zhuk.ua,Avic.ua",3499
4927,https://s.ek.ua/jpg/2026489.jpg,https://s.ek.ua/jpg/2026489.jpg,Ardesto DFM-50X,https://ek.ua/ua/ua/ARDESTO-DFM-50X.htm,"Pro100market.com.ua,Denika.ua,Vodogreyka.com.ua,Цифра,Stylus.ua,Zhuk.ua,Avic.ua",3499
11521,https://s.ek.ua/jpg/2197215.jpg,https://s.ek.ua/jpg/2197215.jpg,Liebherr GKw 1455,https://ek.ua/ua/ua/LIEBHERR-GKW-1455.htm,"Stylus.ua,Цифра",11500
11521,https://s.ek.ua/jpg/2197215.jpg,https://s.ek.ua/jpg/2197215.jpg,Liebherr GKw 1455,https://ek.ua/ua/ua/LIEBHERR-GKW-1455.htm,"Stylus.ua,Цифра",11500
8429,https://s.ek.ua/jpg/183786.jpg,https://s.ek.ua/jpg/183786.jpg,Liebherr T 1414,https://ek.ua/ua/ua/LIEBHERR-T-1414.htm,"Algtm.com.ua,Tendo.com.ua,PermyCo,Elektrodom.com.ua,Rozetka.ua",7779
8429,https://s.ek.ua/jpg/183786.jpg,https://s.ek.ua/jpg/183786.jpg,Liebherr T 1414,https://ek.ua/ua/ua/LIEBHERR-T-1414.htm,"Algtm.com.ua,Tendo.com.ua,PermyCo,Elektrodom.com.ua,Rozetka.ua",7779
11086,https://s.ek.ua/jpg/1911218.jpg,https://s.ek.ua/jpg/1911218.jpg,Zanussi ZTAN 24 FW0,https://ek.ua/ua/ua/ZANUSSI-ZTAN-24-FW0.htm,"Moyo.ua,Denika.ua,Stylus.ua,Цифра,Repka.ua,Avic.ua",8470
11086,https://s.ek.ua/jpg/1911218.jpg,https://s.ek.ua/jpg/1911218.jpg,Zanussi ZTAN 24 FW0,https://ek.ua/ua/ua/ZANUSSI-ZTAN-24-FW0.htm,"Moyo.ua,Denika.ua,Stylus.ua,Цифра,Repka.ua,Avic.ua",8470
19945,https://s.ek.ua/jpg/1658393.jpg,https://s.ek.ua/jpg/1658393.jpg,Bosch KGN36VL326,https://ek.ua/ua/ua/BOSCH-KGN36VL326.htm,"Bs-partner.com.ua,Denika.ua,Savecash.com.ua",16399
19945,https://s.ek.ua/jpg/1658393.jpg,https://s.ek.ua/jpg/1658393.jpg,Bosch KGN36VL326,https://ek.ua/ua/ua/BOSCH-KGN36VL326.htm,"Bs-partner.com.ua,Denika.ua,Savecash.com.ua",16399
19744,https://s.ek.ua/jpg/1606284.jpg,https://s.ek.ua/jpg/1606284.jpg,LG GA-B459SLCM,https://ek.ua/ua/ua/LG-GA-B459SLCM.htm,"AVR-group.com.ua,Moyo.ua,Pro100market.com.ua,Denika.ua,Savecash.com.ua,Foroom.com.ua,Цифра",15789
19744,https://s.ek.ua/jpg/1606284.jpg,https://s.ek.ua/jpg/1606284.jpg,LG GA-B459SLCM,https://ek.ua/ua/ua/LG-GA-B459SLCM.htm,"AVR-group.com.ua,Moyo.ua,Pro100market.com.ua,Denika.ua,Savecash.com.ua,Foroom.com.ua,Цифра",15789
19756,https://s.ek.ua/jpg/855867.jpg,https://s.ek.ua/jpg/855867.jpg,Samsung RB33J3000SA,https://ek.ua/ua/ua/SAMSUNG-RB33J3000SA.htm,"Pro100market.com.ua,Denika.ua,Savecash.com.ua,Foroom.com.ua,Vodogreyka.com.ua,ITfree.com.ua,Termogaz.com.ua",15639
19756,https://s.ek.ua/jpg/855867.jpg,https://s.ek.ua/jpg/855867.jpg,Samsung RB33J3000SA,https://ek.ua/ua/ua/SAMSUNG-RB33J3000SA.htm,"Pro100market.com.ua,Denika.ua,Savecash.com.ua,Foroom.com.ua,Vodogreyka.com.ua,ITfree.com.ua,Termogaz.com.ua",15639
18062,https://s.ek.ua/jpg/1998539.jpg,https://s.ek.ua/jpg/1998539.jpg,Zanussi ZRDN 39 FW,https://ek.ua/ua/ua/ZANUSSI-ZRDN-39-FW.htm,"Denika.ua,Foroom.com.ua,Timesport.prom.ua,Click24.in.ua,click24.biz,Click24.in.ua,Tomdom.prom.ua",14011
18062,https://s.ek.ua/jpg/1998539.jpg,https://s.ek.ua/jpg/1998539.jpg,Zanussi ZRDN 39 FW,https://ek.ua/ua/ua/ZANUSSI-ZRDN-39-FW.htm,"Denika.ua,Foroom.com.ua,Timesport.prom.ua,Click24.in.ua,click24.biz,Click24.in.ua,Tomdom.prom.ua",14011
17372,https://s.ek.ua/jpg/206082.jpg,https://s.ek.ua/jpg/206082.jpg,Atlant XM-6224-502,https://ek.ua/ua/ua/ATLANT-XM-6224-502.htm,"Pro100market.com.ua,Denika.ua,Vodogreyka.com.ua,Цифра,Stylus.ua,Tehnoprofi.com.ua,Eldom.com.ua",14535
17372,https://s.ek.ua/jpg/206082.jpg,https://s.ek.ua/jpg/206082.jpg,Atlant XM-6224-502,https://ek.ua/ua/ua/ATLANT-XM-6224-502.htm,"Pro100market.com.ua,Denika.ua,Vodogreyka.com.ua,Цифра,Stylus.ua,Tehnoprofi.com.ua,Eldom.com.ua",14535
20394,https://s.ek.ua/jpg/769954.jpg,https://s.ek.ua/jpg/769954.jpg,Samsung RB30J3200SS,https://ek.ua/ua/ua/SAMSUNG-RB30J3200SS.htm,"AVR-group.com.ua,Denika.ua,Foroom.com.ua,Цифра,Stylus.ua,Zhuk.ua,Click24.in.ua",15245
20394,https://s.ek.ua/jpg/769954.jpg,https://s.ek.ua/jpg/769954.jpg,Samsung RB30J3200SS,https://ek.ua/ua/ua/SAMSUNG-RB30J3200SS.htm,"AVR-group.com.ua,Denika.ua,Foroom.com.ua,Цифра,Stylus.ua,Zhuk.ua,Click24.in.ua",15245
31355,https://s.ek.ua/jpg/2038594.jpg,https://s.ek.ua/jpg/2038594.jpg,Samsung BeSpoke RB38A6B62AP,https://ek.ua/ua/ua/SAMSUNG-BESPOKE-RB38A6B62AP.htm,"AVR-group.com.ua,Pro100market.com.ua,Denika.ua,Foroom.com.ua,Vodogreyka.com.ua,Algtm.com.ua,Zhuk.ua",24999
31355,https://s.ek.ua/jpg/2038594.jpg,https://s.ek.ua/jpg/2038594.jpg,Samsung BeSpoke RB38A6B62AP,https://ek.ua/ua/ua/SAMSUNG-BESPOKE-RB38A6B62AP.htm,"AVR-group.com.ua,Pro100market.com.ua,Denika.ua,Foroom.com.ua,Vodogreyka.com.ua,Algtm.com.ua,Zhuk.ua",24999
24428,https://s.ek.ua/jpg/1929225.jpg,https://s.ek.ua/jpg/1929225.jpg,Samsung RB38T603FWW,https://ek.ua/ua/ua/SAMSUNG-RB38T603FWW.htm,"AVR-group.com.ua,Pro100market.com.ua,Eteka.com.ua,Denika.ua,Foroom.com.ua,Stylus.ua,Цифра",17222
24428,https://s.ek.ua/jpg/1929225.jpg,https://s.ek.ua/jpg/1929225.jpg,Samsung RB38T603FWW,https://ek.ua/ua/ua/SAMSUNG-RB38T603FWW.htm,"AVR-group.com.ua,Pro100market.com.ua,Eteka.com.ua,Denika.ua,Foroom.com.ua,Stylus.ua,Цифра",17222
5392,https://s.ek.ua/jpg/1696175.jpg,https://s.ek.ua/jpg/1696175.jpg,ARCTIC AMX-088,https://ek.ua/ua/ua/ARCTIC-AMX-088.htm,"Denika.ua,Zhuk.ua",4799
5392,https://s.ek.ua/jpg/1696175.jpg,https://s.ek.ua/jpg/1696175.jpg,ARCTIC AMX-088,https://ek.ua/ua/ua/ARCTIC-AMX-088.htm,"Denika.ua,Zhuk.ua",4799
19961,https://s.ek.ua/jpg/1900681.jpg,https://s.ek.ua/jpg/1900681.jpg,Samsung RB30N4020B1,https://ek.ua/ua/ua/SAMSUNG-RB30N4020B1.htm,"AVR-group.com.ua,Pro100market.com.ua,Denika.ua,Savecash.com.ua,Foroom.com.ua,Vodogreyka.com.ua,Stylus.ua",14167
19961,https://s.ek.ua/jpg/1900681.jpg,https://s.ek.ua/jpg/1900681.jpg,Samsung RB30N4020B1,https://ek.ua/ua/ua/SAMSUNG-RB30N4020B1.htm,"AVR-group.com.ua,Pro100market.com.ua,Denika.ua,Savecash.com.ua,Foroom.com.ua,Vodogreyka.com.ua,Stylus.ua",14167
32322,https://s.ek.ua/jpg/1071432.jpg,https://s.ek.ua/jpg/1071432.jpg,Liebherr CN 4813,https://ek.ua/ua/ua/LIEBHERR-CN-4813.htm,"AVR-group.com.ua,Liebherr-shop.in.ua,Pro100market.com.ua,Denika.ua,Foroom.com.ua,Цифра,Stylus.ua",16799
32322,https://s.ek.ua/jpg/1071432.jpg,https://s.ek.ua/jpg/1071432.jpg,Liebherr CN 4813,https://ek.ua/ua/ua/LIEBHERR-CN-4813.htm,"AVR-group.com.ua,Liebherr-shop.in.ua,Pro100market.com.ua,Denika.ua,Foroom.com.ua,Цифра,Stylus.ua",16799
